Bahnaric,Vietnamese
tŏk bŏk măng,sớm
tŏk bŏk đak dơxĭ,thái bình dương
tŏk iŏk,vay
tŏk kơ pal,đi lên
tŏk tơ kơpal,đi lên
tŏng,chan
tŏng,múc
tŏng,đong
tŏt,luồn qua
tŏt,xâu
tŏxet,lẻ
tŏxĕ,ít ỏi
tŏxĕt,ít
tŭk,bỏ
tŭk,luôn
grâm,sét
kơtă,sét
tŭk,sưởi
tŭk tơ kơpal,nâng lên
tŭl,giã
tŭl,giả
lô̆n,sét
tŭn,khiêng
tŭn,đẩy
tŭn,đẩy ra
tŭr,đấm
tŭr rŏng,gạt
tơ,ba
tơ,biến
tơ,buốt
lơ̆h,sét
tơ,bảo
tơ,bằng
tơ,chia
tơ,cho
lơ̆n,sét
lân,sét
glaih ,sét
tơ,cùng
man,sét
suek,sì
tơ,gạt
tơ,gần
tơ,hôn
tơ,húc
tơ,im
tơ,khuyên
tơ,láng
tơ,lên
tơ,lăn
bang,sim
tơ,nhiêu
tơ,nhấn
tơ,nhập
'nhing,sình
bơ̆,sình
bỡ,sình
tơ,ti
tơ,tù
tơ,tại
tơ,vào
trôk,sình
tơ,xô
hơ,sinh hạ
tơ,đu
tơ,đấu
tơ,đọt
sinh hok,sinh học
pơnuk,sình lầy
tơ,ỉm
tơ 'bet băl,đâm nhau
tơ 'bla,ná
ĕng,sinh sự
net,sò
tơ 'bôh khan,chỉ thị
tơ 'băk nhăn,quàng
tơ 'bơp băn,giao dịch
'bang,số
tơ 'ngla mơ dro,chủ buôn
tơ 'ngleh theng,bóp cò
tơ amâng,đọt
tơ amêm băl,thương lượng
'brak,số
'bơ'brak,số
tơ angla mơ dro,chủ buôn
tơ angla wơr thŏng iŏk hơmet,thu thuỷ
tơ anguơ̆ hơri,vè
tơ anhur,bớt
tơ ayung tê̆ kơ pal,nâng lên
tơ b`et băl,đâm nhau
tơ b`ôh khan,chỉ thị
tơ biêt tơbiat,mếu máo
ksô,số
tơ bluch kơting,rục xương
kơ'blăl,số
kơsô̆,số
lai,số
lơ,số
sô̆,số
sô̆,số
tơrẽk,số
tơ drong hơ 'mon,chuyện cổ tích
bar,số
tơ drong pơ đau hiek,truyện cười
tơ drong pơđơ̆k,chuyện thơ
bơngai,số
hơnglah,số
jĭt,số
tơ drơi ao,gấu áo
tơ groi,vật
kơjung,số
tơ hna pŏk 'long,đục
kơxô̆,số
tơ huŏng,nhào
tơ hưch 'bal,yêu nhau
tơ hưch dih băl,ái an
tơ hưch dih băl,ái ân
mĭnh,số
tơ kep,cái búi tóc
puăn,số
pêng,số
sô`,số
số,số
tơ kla băl,giải toả
tơ kla băl,giải tỏa
tơ klah tơ klang,toán loạn
sỗ,số
tơ la rơ mo,dây thừng
to drău,số
tro`,số
trong,số
tơ lir,liền
tơ lo`ng phe,gánh gạo
tơ lõng b`a,gánh lúa
tơ lĕi rơ mo,dây thừng
tơ lĕi tân,dây lưng
tơ lŏng 'ba,gánh lúa
tơ lŏng phe,gánh gạo
tơ lŏng ƀa,gánh lúa
tơ lơ̆,đẩy
tơ lơ̆ pơ̆k,xô ngã
tơ lơ̆h,đẩy
tơ mam,của
trŏ,số
tơ drău,số
tơ hngam,số
tơ pơh,số
tơxĭn,số
tơ mo uŭnh,đá lửa
đăm,số
drơ̆u,số
kông,số
tơ ngiet,lạnh
ksô̆,số
tơ ngla pơ lei,chủ buôn
kông,số
soâ,số
sô,số
tơxĭn,số
'mok,sổ
'mŏk,sổ
lê,sổ
amŏk,sổ
tơ ou,đây
tơ oĕu,ngồi
amơ̆k,sổ
mŏk,sổ
mok,sổ
hapoi,sọ
tơ'ngoh,sọ
chrõu,sọ
chrŏu,sọ
tơ plĭh,đổi
kong kŏi,sọ
blĕch,sở
tơ pung kơ pô,vũng trâu đầm
kơmar,sở
tơ pôl axeh,bầy ngựa
tơ pôl chơt,đông vui
plĕch,sở
tơ pôl iĕi,bầy gà
tơ pôl kŏ,bầy chó
tơ pôl kơpo,bầy trâu
tơ pôl kơpô,bầy trâu
tơ pôl sem,bầy chim
anih,sở
hơnih,sở
tơ păl,cối giã gạo
tơ păo,thẳng
tơ păt,thẳng
tơ pĕt,bóp
tơ pơh,bảy
lăm,sở
tơ roi pơđơ̆k,chuyện thơ
tơ si prit,nải chuối
sơ,sở
tơ tuh hơ ben,dô quần
tơ tuh hơ ben,dũ quần
tơ tuh khăn,dũ chăn
tơ tuh khăn,dũ nhăn
tơ tuh sôm,dô quần
tơ tuh sôm,dũ quần
tơ tâm băl,húc nhau
tơ tâ̆m,húc
tơ tâ̌m,húc
tơ tĕh băl,đánh nhau
tơ tŏ kơ jung,nhiệt độ cao
ô,số không
tơ tầ`m,húc
tơ vĕh,vẽ
tơ vĕh,đuổi
tơ wĭh,tròn
hơlâu,số lượng
tơ đăh along,mầm cây
tơ đăk along,mầm cây
tơ ƀet băl,đâm nhau
tơ ̆k,vớ
tơ ̆r hơbơ ̆l,ván dày
aneh,số mệnh
phơn,số mệnh
tơ'blak,loáng
tơ'blêk,loang
tơ'boch,bị ghẻ
tơ'boch,nở
hơkuk,sổ mũi
hơdrap,sổ mũi
tơ'bôh,chỉ cho thấy
haneh,số phận
tơ'bôh,gợi
hană,số phận
tơ'bơ̆p,gặp
tơ'bơ̆t,gặp
tơ'bỡp,gặp
tơ'mal,ra xem 
tơ'mok,đứng một mình 
tơ'đưk,vang dội 
tơ`p li hle,cải tiến
tơalŭt,ngủi
tơangam,răng hàm
hơnă,số phận
tơangla,đại
tơangot,xát
tơanguai,xéo
pơhngol,số phận
ai,số phận
prok,sóc
rong,sóc
tơanguỡ,âm điệu
tơangươ̆,âm điệu
sư̆,sóc
tơb`ôh,chỉ cho thấy
tơb`ôh,gợi
tơme,sóc
tơb`ỡt,gặp
tơbang,phổ biến
tơbang,thông báo
tơbi ̆ ch tep,nằm ngu ̆
tơbiĕng,chồi non
tơbla,biị hâm
ba,sóc
tơbla,ná
tơblah,khởi
tơblah,đánh giặc
tơblah wĕi teh đak,kháng chiến
tơblah wẽi teh đak,kháng chiến
tơblak,loáng
tơblang,dịch
tơblêk,loang
tơblĕk,giận
tơblơ̆,dịch
tơblỡ,dịch
tơbo ̆ l tơbo ̆ l,lon ton
lăng,sóc
sữ,sóc
tơbronh,chím hoa
tơbronh,chấm hoa
trong,sọc
tơbrônh,rằng ri
tơbrĭnh,chi chít
tơbrŏk,trở về
tơbuah,trẻo
hơga,sỏi
keh,sơn dương
keh ,sơn dương
hơkol,sóng
tơbăt,báo tin
tơbăt,liêm
tơbăt,nhắc
tơbăt,quy
tơbăt,thông báo
liơ̆n,sóng
tơbăt,thẳng
tơbăt,tập
rtfdông,sóng
tơbĭch,nằm
rơkõl,sóng
tơbŏl,ton
tơcheng,duy
tơchoh,chọi nhau
tơchoh,đá nhau
tơchĕng,nghĩ
poh,sóng
yă,sóng
tơdah,nếu
tơdah,nếu mà
tơdeh,vắng tanh
tơdeh,vắng vẻ
tơdra,dâu thanh
sŏng,sóng
tơdra,dấu thanh
tơdra,làm dấu
krong,sông
tơdra,đoán
tơdra,đóan
đak,sông
đak krong,sông
arih,sông
tơdra preh kuĕch,dấu phẩy
glung,sông
tơdron,vặt
tơdrong,do
hơga,sông
tơdrong,dịch
brong,sông
tơdrong,kinh
tơdrong,lêu
arih,sổng
gor,sống mũi
tơdrong,nghị
tơdrong,nhiệm
tơdrong,nhân
poh yă tih,sóng thần
jak,sọt
tuaih,sọt
bai,sọt
sot,sọt
tơnghêt,sốt rét
tơdrong,tư
tơdrong,vặt
su,su
tơdrong,xử
tơdrong,đề
xu,su
sư,su
bok,sư
thơi,sư
tơdrong ho ̆ k,việc học
bơngai,sư
kŏ,sư
pơm,sư
tơdrong kơnê ̆,lêu lổng
tơdrong nâr tơm,nghĩa gốc
tơdrong rơgĕi,sự thông minh
tơdrong tơroi pơchơt,truyện cười
pơgâr,sứ
tơdroŭ,sáu
tơdruh,đuổi
'yŭ,sự
tơdrô,rượu ghè
tơdrŏ,khuấy động
hing,sự
pơtơm,sự
sư,sự
tơduơng,còn
tơdăh,nếu
tơdăm,thiếu
tơdăm,trung
alâng,sự
tơdĭu,u ám
năm,sự
tơgar,chiếm
tơgar,giành
tơgar,giằng xé
pơ,sự
tơgle`ch,bong gân
tơgleh,tiếng chiêng
tơgleh,véo tay
tơgloh,sút
tơglăm,vật
tơglăng,nằm lăn lộn
tơglĕ,láy
tơglĕch,bong gân
tơglĕch,trệch khớp
tơglĕch,trộch khớp
tơglơ,vật
tơglơ̆m,vật lộn
tơglỡk tơglăk,lá hoặc rác dưới đầy mặt đất mía long ruih tơplih tơguênk anh kơ chạm có rụng đầy sân
tơgo ̆ n,lom khom
roi,sự
tơgro ̆ l,lăn
tơgrŏl,lăn
tơgrơng,hết sạch
tơgu`m,giúp
tơgum,giúp
tơgât,gục
tơgăk,cái rựa
tơ,sự
tơgăk han rơ han,rựa bén
tơgŏn,lom khom
tơdrong,sự
tơgŭm,tương trợ
tơgŭn,khum
tơgơ`,bị gãy
tơgơ`,gãy
tơgơ̆,bị gãy
tơgơ̆n,lom khom
tơh,bằng
tơhil,sự
đak,sự
sư kiên,sự kiện
tơh 'bre,đậu
tơpă,sự thật
gah bơ ngai khin kaon,sử thi
tơh lo ̆ u,xác định
tơh lăk,vướng
tơh lăk tơhli ̆ n,vướng víu
tơh lăk tơhlĭn,vướng víu
tơhek,rách tuang
tơhiap,nguyền rủa
hơamon,sử thi
tơhiong,làm mất
roi hơ 'mon,sử thi
tơhleh,rời ra
tơhli,doạ
tơhli,hăm doạ
tơhli,hăm dọa
tơhlo`u,chĩa
tơhlou,trỏ
roi tơ drong kră sơ̆,sử thi
tơhlõu,chỉ
tơhlăk,vướng
tơhlŏu,chúc
tơhlŏu,chĩa
tơhlŏu,chỉ
tơhlũn,lún xuống
tơhna,mũi 
rơmu,sư tử
tơhngâm,mặc
tơhngơi,hả hê
tơđrong,sự việc
tơhoah,sứt mẻ 
tơhoang,giúp nhau
tơhoch,thả trôi
tơdrong,sự việc
dak tơh,sữa
tơhrông,nhảy tới
tơhuŏng,thả xuống
tơhôih,thở dài
tơhŏu,chúc
tơhưch,yêu
tơhỉk,giận nhau
tơi wơi,thoi
tơiung,gây dựng
tơiung,nâng
tơiung,thiết
tơiung,trả
tơiung,xây
tơiung rông,dựng nhà rông
tơjră,chéo
tơjră,chông đối
tơjră,chống đốì
tơjur,bớt
tơjur,giảm
tơjur,hạ
tơkan,ra đón
tơkan,đến gặp
tơke ̆ ch,la hét
tơke`ch,kêu
tơkep sok,cái búi tóc
tơket,vật
tơkhiĕn,chiếc nhẫn
tơkhôl,cô đơn
mŏm,sữa
tơklah,cách ly
tơklah,tan ra
tơklah,tan rã
tơklah,trừ
tơklah,tách ra
tơklă,trúng đích
tơklũng tơklăng,dấu vêt
tơkoh,chém nhau
tơkoh,chặt
đak toh,sữa
tơkôl,đục
tơkă tơkôl,bạc phụ
tơkăp,cắn
tơkĕch,hét
tơkĕch,kêu
tơkĕch,la hét
tơkŏei,con hoẵng
tơkơ`l,bị ngã
đak tơh,sữa
tơkơi,thác
đak tŏh,sữa
tơkơ̆l,bị ngã
tơkơ̆l,ngã
tơkỡ,gõ
tơl,giải đáp
tơl,đáp
bring,sức
tơlach,cãi nhau
tơlak,lạt
tơlang,kiện
hơlal,sức
tơlang,thảo
tơlang,xoè
tơle`ch,bất
tơle`ch,bật
tơle`ch,thiệu
jơhngâm,sức
tơlei,dây thừng
jơhơm,sức
tơlo`,dùi
tơluh,lao tới
tơlul,trùm kín mít
tơlunh,nằm bất động 
tơlãng,đùm bọc
tơlõ,cái dùi
tơlõ,dùi
tơlõ teh hơgơr,dùi trông
tơlăm,trong
tơlăm,vào
tơlăng,đùm bọc
tơlăr,tròn xòe
tơlĕch,bật
pran,sức
tơlĕch,ra
tơlĕch,thiệu
tơlĕch,đuổi ra
tơlĕch tơdrong jang,đuổi việc
tơlĕi,dây thừng
tơlŏ,cái dùi
tơlŏ,dùi
arih,sức
tơlŏ teh hơgơr,dùi trông
tơlŏ teh hơgơr,dùi trống
tơlũm wang,bao vây 
tơlơ,xô
tơlơ̆,xô đẩy
tơlẽch,đuổi ra
tơlẽch tơdrong jang,đuổi việc
ayuh,sức
tơlỡ,xô ngã
tơlỡ,đẩy
tơm,bắt
tơm,bẹ
jahngam,sức
tơm,chính
johngơ̆m,sức
juen,sức
tơm,hoá
tơm,hóa
jơ,sức
jơhngơ̆m,sức
tơm,ra
tơm,sô cây
tơm,số cây
tơm,thể
tơm,viết
tơm,y
jơhngỡm,sức
kĕ,sức
kẽ,sức
tơm,đẻ
tơm,đề
tơm a la chă,nguyên thủy 
wă,sức
tơm blu,bẹn
tơm gơgŏnh,lần đầu ticn
tơm gơgŏnh,lần đầu tiên
jăng,sức
sưk,sức
jơ hngâm pran,sức khỏe
tơmam,cái
tơmam,cướp
jơ hơ ngơmpren,sức khỏe
jơhngơ̆m,sức khỏe
tơmam,hoá
tơmam,hóa
đei jơ thrôm,sức khỏe
jơ hngơ̆m pran,sức khỏe
tơmam,thức
tơmam,trị
tơmam,vật
tơmam,vặt
chơh ngâm pram,sức khỏe
grăng,sức khỏe
pran,sức mạnh
arih sa rơgĕi,sức sống
sem tơ rong,súc vật
hơnhơy,sùi bọt mép
tơmam ot,cưa
phao,súng
tơmam pơyơ̆r,vật hiến sinh
tơmam sap 'boh,đồ nhạt
tơmam sap b`oh,đồ nhạt
tơmam sap ƀoh,đồ nhạt
tơmam soi,vật hiến sinh
tơmam tăng 'boh,đồ mặn
tơmam tăng b`oh,đồ mặn
tơmam tăng ƀoh,đồ mặn
phau,súng
'phao,súng
brơ̆m,súng
'ngrơ̆t,sừng
tơmap,vặt
ake,sừng
tơmi`l,bất hòa
hlak ake,sừng
tơmoi,khác
hơ ke,sừng
hơke,sừng
tơmral,chừa
tơmui,nhùi
tơmum,ở xó
tơmur,quyết tâm
tơmât,cho vào
tơmôch,dìm
tơmôk,dìm
hơkê,sừng
tơkê,sừng
tơmônh,mốt
tơmăm,nuôi
tơmăm,nuổi
hơre,sừng
tơmăn,đất bằng
tơmŏm,cái nan tre
tơmŏm,nuôi
tơmŏng,toát
rơtah,sừng hươu
tơmơ̆ng,chồi
phao kơ tuang,súng ống
tơmơ̆t,đưa vào
tơmỡt,đưa vào
phao chă hrui,súng săn
'phao hơ ngoang,súng săn
tơnai,cư
tơnal,éo le
tơnam,chuyền
tơnam,thứ gì
tơnam yă kiơ,loại gì
tơnanh,thoi
tơnap,gay go
tơnap,vặt
tơnar,chiếm
tơnat,bấp bênh
tơnat,khó khăn
tơnat,khắc khổ
tơneh,quẹt
phao chă druh,súng săn
tơnen,ký kết
tơnen,kỹ càng
tơnen,kỹ lưỡng
tơng,khư
phao chă hơngoang,súng săn
phao chă lua,súng săn
sơđiêng đak,suối
tơngal,hốt
tơngie ̆ t,lạnh
tơngie ̆ t chre ̆ m,lạnh buốt
tơngie ̆ t gro,lạnh giá
tơngie ̆ t guam,lạnh cóng
tơngie ̆ t gơ gleng,lạnh lẽo
tơngie ̆ t hiom,lạnh buốt
tơngiot,rét
thong,suối
tơngiĕt,lạnh
tơngiĕt,ngắt
tơngiĕt,rét
tơngiĕt,đông
tơngiĕt gơ gleng,lạnh lĕo
tơngiĕt gơ gleng,lạnh lẽo
thong dak ro,suối
thong kro,suối
thong đak,suối
tơngiẽt,lạnh
đak thong,suối
glung,suối
hơ bong,suối
đak glung,suối
chơ điêng đak,suối
tơnglâp,vung
'ngil,sườn
tơnglăp,hộp nhỏ
chĭng,sườn
tơnglơ ̆p go ̆,nắp xoong
tơnglơ`p,cái nắp
tơnglơ̆p,cái nắp
mơmir,sườn
mơnir,sườn
tơngưih,rên
tơngưih,rên rỉ
ping,sườn
pơnir,sườn
tơniam,cướp
tơning,lên
jơmir,sườn
mir,sườn
'ngĩl,sườn
tơno,trống
tơno`k,gáo
tơno`ng,cư
tơnueng,tơnưhg
tơnueng,tơnưng
jơmil,sườn
ngĩl,sườn
ping 'ngil,sườn
ping ngil,sườn
tơnôm,góp lại
tơnõk,gáo
lui,suông
kơ,sương
tơnăr,tấm phên
đak lơngom,sương
tuk ngom,sương
tơnĕi,cha mẹ phái chồng vợ
tơnŏ,khoác
tơnŏk,gáo
tơnŏk,gáo múc nước
tơnŏng,cư
tơnơm,chính
tơnơm,chínhr
tŭk,sương
kơwơ,sương mai
ngơp,sương móc
kơ,sương mù
kơ nguă măng mrơ̆t,sương mù
tơp,câu
tơp lih,đổi
tơp lih ao,đổi áo
tơpa,con baba
tơpai,con thỏ
tơpai brih,con thỏ rừng
tơphĕ,rơi
kơ uă măng mơ̆t,sương mù
tơplih,thay đổi
tơplih,tráo
tơplih anih jang sa,du canh
tơplih anih oĕi,du cư
tơplih anih oẽi,du cư
tơpling,bong
tơplo,lột
tơplo`,bong
tơplu`n,béo tròn
kơmgŭa,sương mù
tơplŏ,bong
tơplŏn,tròn trịa
tơplŏng,nhảy
tơplŭn,béo tròn
kơnguă,sương mù
tơpoh,lây
tơprah,văng tung toé
tơprah,văng tung tóe
tơpu,tổ chim
tơpu`,đổ vặ
tơpô,đòan
tơpôl,đam
kơuă,sương mù
pơngŭa,sương mù
tơpôl,đám
tuk,sương mù
tŭk,sương mù
tơpă,khắc
tũk,sương mù
đak ngom boh,sương muối
tơpă,thật
tơpă,túc
tơpă,ám
tơpăl,cái cói
tơpăl,cái cối
koy,suy dinh dưỡng
ưh kơ hơven jo,suy dinh dưỡng
tơpăt,dứt khoát
tơpăt,dứt điểm
tơpăt,léo
tơpăt,thật thà
tơpŭ,sinh đẻ
tơpŭ,sinh để
tơpŭ,đổ vặ
hơngơ̆t,suyễn
tơpơm,đố
tơpủ,đổi thừa
tơr,quãng thời gian
tơra,bị gió
kơkel,suýt nữa
krĕch,suýt nữa
tơrar,chiếm
tơrar,lược
pơgang,tá
kŭng,tà
tơring,tại
pêl,tà
jăl,tà
'don,tai
tơroi,báo
tơroi,kể
tơroi,thuyết
tơroi,tức
tơrong,súc
tơrong,vật
'đon,tai
tơrăn,yếu
tơrăp,cắn
tơrŏng,lui
ai,tai
tơrơ,mang
tơrơ,sợ
tơsen,kiệt
tơsi,nải chuối
tơtap,vỗ
doh,tai
tơthă,cúng gieo trồng
tơtil,kế cận
tơtil,đôi diện
tơtil,đối diện
tơtoch,dàn ra
tơtoch,dãn ra
tơtreh,lấc
tơtrôi,theo hàng dọc
tơtrăp,nặng
tơtrăp tơtri ̆ n,nặng nề
tơtrĭn,nề
tơtu`n,đẩy
tơtuh,dũ
tơtuh,vỗ
tơtôn,phang
tơtông,cắp
tơtông,ăn
tơtông,ản
tơtăm,tĩnh
tơtĕh,đánh
tơtĕng,ngắt
tơtĭnh,luận ra
don,tai
tơtŭn,đẩy
tơtơ̆m,húc
tơvaih,cái giỏ
dêk,tai
tơveh,đi
tơvih,trả về
tơvir,cải trang
tơvir,trá hình
tơvveng,ôm nhau 
tơwang,đạp
tơweh,sĩ
tơweh,vẽ
tơwẽnh,bắt quần áo 
tơwẽnh,xoăn
tơxen,kiệt
tơxen,ích kỷ
tơxi,cái lược
tơxi`,tung
tơxi` b`a .,đổ lúa
tơxir,liền
tơxir,xuôi
tơxu,lộn
tơxul,rắc
tơxăl,rối
tơxĕr,trơn tru
tơxĕr,trườn
tơxĕr,trượt
tơxĩ,bị đổ
tơxĭ,bị đổ
tơxĭ,tung
tơxĭ,đổ
tơxĭ 'ba .,đổ lúa
glĭp,tai
tơxŭl,lộn xộn
tơxŭl,rối
tơxŭl,rốì
tơxẽr,lướt
tơxẽr,trơn tru
tơxẽr,trườn
tơxẽr,trượt
tơyum,luận
tơđah 'ba,mạ
kang sơnẽnh,tai
tơđah ba,mạ
le,tai
tơđon,chạy chữa
tơngap,tai
tơƀlak,loáng
tơƀlêk,loang
tơƀôh,gợi
đon,tai
axi,tai
klik,tai
pek,tai
tơ̆h brê,đậu
pơm,tai
tơ̆k,soi
tơ̆k,vớ
tơchĕng,tai
tơchẽng,tai
tơdrong,tai
tơ̆p li hle,cải tiến
but,tai
tai,tai
tơ̆r,tấn ván
bơngairơgli,tài
tơ̆r,ván gỗ
tai,tài
tưk,nâng
bri,tài
tưk,đẩy
tươh,gạt
gop,tài
tẽch,đủ
tẽk tẽk,ăn ít 
tể`,quái
tốn,đánh
tồ,chút
tởr,tấm ván
tởr,ván gỗ
tỡk,tất
gơ,tài
tụm,con kì nhông đẩy ra
huơ̆n,tài
tủl,giã
huơ̆r,tài
tủr,đấm
jang,tài
u`nh,bỏng
u`nh,cháy
mŭk,tài
mủk,tài
rơgĕi,tài
tơdrong,tài
wăpơm,tài
u`nh sa ao,cháy áo
u`nh sa hnam,cháy nhà
u`nh sa roh,cháy rừng
u`nh sa đĩ,cháy trụi
uak,toạc
uak,xé
uh,bóp
uh,nắm
ui,uỷ
ui,ủy
uih,la
uih,là
um,sàng
um,sảy
đon,tài
tơphă,tai họa
ai brư̆,tai họa
tơmăm,tài sản
uông,vuông
uĕt,ngoe
uĕt,nguẩy
uơ,cày
ŭnh hnam chă đon tơ plih,kế hoạch hóa gia đình
bơ ngai git,tài xế
bơ ngai hit,tài xế
ve,nho
mơnuih git xe,tài xế
vong nĭl,nhện
vong vil,nhện
vông,cào
mơnuihgitxe,tài xế
vĕ,nhỏ
vĕ đĭ đăng,nhỏ nhất
vĕh,quẹo
bơ ngai huơr gre,tài xế
bơngai hơwơ̆r gre,tài xế
vŏng,sao
vŏng vil,nhện
vững,vững
wa,trọng
pơ ngai huơ̆r,tài xế
bơ ngai vâr gre,tài xế
wai,con nhện
wai,con nhộn
wai,sao
wai dŭng,nhện giăng tơ
wai dŭng,nhộn giăng tớ
hnhăp,tâm
wang,tham
wang,vang
wang,vây
wang,đạp
wang pơ dŏng,tiếp sức
wang sơ angon,chia buồn
wao,biết
wao,hiểu
hnhĕch,tâm
wat,vát
wau,biết
wau,dụ
wau,suốt
klak,tâm
we ̆ nh dơve ̆nh,lắt chắt
we ̆nh,vắt
we ̆nh ao,vắt áo
we ̆nh hơben,vắt quần
we ̆nh sôm ao,vắt quần áo
pơpíik,tâm
weh,di
weh,tránh
weh tơ cheng,gạt ra
wei rong,nghề chăn nuôi
wek,bị trầy
chă,tâm
rã,tâm
wer,đi vòng
wet,vét
wi,dổi
wi,dỗi
ră,tâm
tơmơ̆ng,tâm
wơnh,tâm
wing,chóng
ôh,tâm
đon,tâm
wing măt,ngợp
wir,biến hoá
wir,biến hóa
hnhei,tâm
wong wĭl,nhện
wâl,rối
wâl,túng
wâl,vận
wât,nhân
wã,sắp
nưih,tâm
wã,để
tâm,tâm
tâm,tâm
wêr,quản
wông,cào
wõng,sao
wă,chín
wă,cần
wă,cần anh
wă,gần
wă,hút
wă,hợp
wă,khát
wă,muôn
wă,mặn
wă,nguyện
wă,nàn
wă,sắp
bơblă̆k,tăm
wă,thèm
wă,trọng
gueu,tăm
wă,vặn
kleng,tăm
wă,xấp
klu,tăm
wă,đáng
wă,đề
wă,để
mu,tăm
wă jê ̆,xấp xỉ
wă jê̆ păt,gần tắt
tăm,tăm
wă kơ anhŏng,cần anh
wă kơ hâr,khuyến khích
wă mă tôm,mãn nguyện
wăh,câu
wăi,gùi
píik,tầm
tằm,tằm
wăng,cào
wăng,cựa
tâm vông,tầm vông
wăr,sợ
gơgrŭng,tấn
wĕi,bảo
wĕi,bảo vệ
wĕi,chăm
wĕi,chăn
năm,tấn
tâ̆n,tấn
wĕi,cầm
tân,tấn
wĕi,giữ
wĕi,nhiệm
tâên,tấn
wĕi,quản
wĕi,quẩn
wĕi,thủ
wĕi,trông
wĕi,tự
wĕi bơ be,chăn dê
wĕi gram,giữ
wĕi mă alâng,tự trọng
wĕi pơ alâng,giữ gìn
tấn,tấn
tŭl,tận cùng
wĕi vê tơmam,bảo tồn
tủl,tận cùng
wĕnh,lất
wĕnh,lắt
wĕnh,vắt
wŏng,sao
wơ ̆ l,lạc
wơ ̆ r,lái
wơ ̆ r gre,lái xe
wơ ̆l,lộn
wơ ̆l jrok,lầm lối
sơangol,tang
wơh,bảo
wơih,chèo
wơnh,mất
tang,tàng
wơnh,điên
wơnh sem,bệnh thần kinh
wơr,chèo
wơvit,vùn vụt
wơvĕr,quyến luyến
wơvĭl,loanh quanh
wơ̆,mau lớn
wơ̆,nhanh lớn
wơ̆l,bở
wơ̆l,bỡ
kơjung,tầng
wơ̆l,lạc
wơ̆l,lầm
wơ̆l,lộn
wơ̆l,mất
wơ̆r,lái
wơ̆r thŏng nan,chèo thuyền
wưch,loáng thoáng
wưch,thoáng
wưch,thoáng qua
wưch,thoáng qua .
wưch,thoát qua
wưng,thấp
tăl,tầng
wẻi,trông
wẽi,chăm
wẽi,chăn
tơ̆ng,tầng
wẽi bơ be,chăn dê
wẽi gram,giữ
wẽi pơ alâng,giữ gìn
wễi vê tơmam,bảo tồn
wỡr,chèo
wỡr thõng nan,chèo thuyền
xao,xào
tân,tầng
xoang,múa
xoch,rãi
tâng,tầng
xêng,nong
tơm,tảng
xăng bie,cái búi tóc
xŭh,sốt
jơm,tang gia
yaih,gỡ
yaih,tháo
hơ pong lôch,tang lễ
yak,giản
yak,khái
yak,uốn
yak,đi
yan,tiết
jĕl,tầng lớp
yang,giàng
tăl,tầng lớp
oĕi băl hrôih,tảo hôn
yang,quái
yang,thiên
tơkhăp,tảo hôn
yang,yang
dôm hla ar,tạp chí
pơh hrăm đŏk,tập đọc
kotum,tập thể
yang pă song,xấu số
jăh,tật
kue,tật
yeng,đeo
yep,lê
ying,rung
yo,bực mình
kue rơmơ̆n,tật
yo ̆ u areng,xúc cua
yo ̆ u hơdang,xúc tôm
yo ̆ u ka,xúc cá
yo ̆ u se,xúc tép
yoa,vì
rơven,tật
yoh,đi thẳng
hơ wen hơ wo,tật
yom,hô
yom,ngoãn
yom,ngẵn
yom,trọng
yon,dang
yong,cái
yoă,gặt
joăt,tật
yua,bởi
yua,bởi vì
yua,dùng
yua,dụng
jăn,tật
jĭ jăn,tật
koe,tật
yua,thụ
yua,thừa
yua,thực
tâ̆t,tật
yua,được
yua dah,bởi
yua kơ,tại
yua kơ,vì
yua kơ ktơ,tại sao
yua kơ liơ,tại sao
yua kơdih,tự sử dụng
yuh,hơi nóng
yuh,sốt
yuih,dỡ
yuih,moi
yuã,hớt
yuă,căt
yuă,cắt
yuă,gặt
yuă,hớt
juăt kơ nê̆,tật xấu
yuơ,bám
duk,tàu
glơng,tàu
kơ'mơ̆ng,tàu
rơnop,tàu
yâp,mát
tău,tàu
yã kiơ,gì
yô,tiểu tiện
yô,yêu
yôh,biết bao
'băt,tàu
yôk,đại
yông,chuyển
băt,tàu
gre,tàu
yôp,cười
hla,tàu
yôp,nhoẻn
yôp,nhuẻn
yõ,kể công
khĕch,tàu
yă chĕp pel,bà đỡ
tau,tàu
duk,tàu bè
tău hoa,tàu hỏa
yă kiơ,cái gì kia
yă kiơ,gì
rơnang,tàu lá
reh tơ dru,tấu nhạc
yĕng,đặt được
teh kơ nhăk,tấu nhạc
yŏ,kể công
duk,tàu thủy
duk oei tơ đak,tàu thủy
yŏu,xúc
yŭh,sốt
yŭh yơm,sốt
yŭn,theo nhịp
yŭn hơri,theo nhịp hát
yŭn suang,theo nhịp múa
thŏng nan tih,tàu thủy
yơpơn,đố
yơr,sinh
'blŏng,tay
'long,tay
blong,tay
bơngai,tay
yơ̆r,dơ
yẽng,đặt được
iĕp,tay
yỡr,dơ
keng,tay
âl,nghẹn
ânao le ̆ch,ló
ânao lĕch,ló
âp,nấu
âp,nấu nướng
âr,xôn
ât,lưỡng
ât,ngột ngạt
ât jơ hngơ̆m,nín thở
ât kơ por,nhịn đói
ê,ngờ
kĕnh,tay
ôh,à
ôi,oi
